"","zpid","latlon","street","zipcode","city","state","bedrooms","bathrooms","finishedSqFt","yearBuilt","price","rent","tax.year","tax","hoa","lat","lon"
"144",15090165,"[""37.785498"",""-122.478346""]","126 19th Ave # 2",94121,"San Francisco","CA","UNKNOWN","5","3710","1972","2,202,400","5950",NA,"224489","500",37.785498,-122.478346
"145",15112240,"[""37.753702"",""-122.476057""]","1826 19th Ave # 2",94122,"San Francisco","CA","3","2","1675","1980","1,348,400","4500",NA,"346184","500",37.753702,-122.476057
"146",15112242,"[""37.753771"",""-122.476062""]","1822 19th Ave # 2",94122,"San Francisco","CA","3","2","1675","1980","1,348,400","4500",NA,"275005","500",37.753771,-122.476062
"147",15112244,"[""37.753839"",""-122.476066""]","1818 19th Ave # 2",94122,"San Francisco","CA","3","2","1675","1980","1,348,400","4500",NA,"244769","500",37.753839,-122.476066
"148",61288377,"[""37.76075"",""-122.476575""]","1452 19th Ave # 2",94122,"San Francisco","CA","4","3","2013","2000","1,348,400","4200",NA,"960000","500",37.76075,-122.476575
"149",69819971,"[""37.777641"",""-122.477775""]","542 19th Ave # 2",94121,"San Francisco","CA","5","4","1971","2004","1,480,400","5980",NA,"1080208","500",37.777641,-122.477775
"150",119685499,"[""37.773475"",""-122.478134""]","767 19th Ave # 2",94121,"San Francisco","CA","1","1","626","1922","1,480,400","3450",NA,"400353","500",37.773475,-122.478134
"151",2115537740,"[""37.782865"",""-122.478378""]","268 19th Ave # 2",94121,"San Francisco","CA","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","1,480,400","3100",NA,"UNKNOWN","500",37.782865,-122.478378
"152",2118257341,"[""37.78374"",""-122.478874""]","221 19th Ave # 2",94121,"San Francisco","CA","1","1","625","UNKNOWN","1,480,400","3133",NA,"UNKNOWN","500""zpid""",37.78374,-122.478874
"153",15150532,"[""37.759533"",""-122.400651""]","1919 20th St APT 4",94107,"San Francisco","CA","1","1","646","1963","1,264,000","3500",NA,"594272","500",37.759533,-122.400651
"154",48189107,"[""37.758481"",""-122.417371""]","3415 20th St APT 4",94110,"San Francisco","CA","2","2","1019","2000","1,167,700","4450",NA,"695874","500",37.758481,-122.417371
"155",53153615,"[""37.758872"",""-122.411235""]","3025A 20th St # 4",94110,"San Francisco","CA","2","2","1258","1998","1,167,700","4600",NA,"768313","500",37.758872,-122.411235
"156",61288436,"[""37.758632"",""-122.416126""]","3365 20th St APT 4",94110,"San Francisco","CA","3","2","1982","2002","1,167,700","6500",NA,"1274974","500",37.758632,-122.416126
"157",64970229,"[""37.758243"",""-122.42171""]","3615 20th St APT 4",94110,"San Francisco","CA","UNKNOWN","UNKNOWN","1022","2003","1,167,700","4600",NA,"858148","500",37.758243,-122.42171
"158",69819106,"[""37.758689"",""-122.422195""]","3634 20th St APT 4",94110,"San Francisco","CA","1","1","921","1938","1,167,700","4200",NA,"669674","500",37.758689,-122.422195
"159",80745959,"[""37.758827"",""-122.411956""]","3121 20th St APT 4",94110,"San Francisco","CA","2","2.5","2220","1997","1,167,700","6400",NA,"1733965","500",37.758827,-122.411956
"160",123597106,"[""37.758304"",""-122.425039""]","3774 20th St # 4",94110,"San Francisco","CA","1","1","678","1911","1,167,700","3695",NA,"615532","500""zpid""",37.758304,-122.425039
"161",15090248,"[""37.784373"",""-122.479848""]","195 20th Ave APT 4",94121,"San Francisco","CA","1","1","740","1993","2,202,400","3750",NA,"627286","500",37.784373,-122.479848
"162",125243742,"[""37.781379"",""-122.479118""]","348 20th Ave APT 4",94121,"San Francisco","CA","1","1","618","1975","1,480,400","3200",NA,"92202","500",37.781379,-122.479118
"163",2101707179,"[""37.77985"",""-122.479""]","420 20th Ave APT 4",94121,"San Francisco","CA","0","1","UNKNOWN","UNKNOWN","1,480,400","2575",NA,"UNKNOWN","500""zpid""",37.77985,-122.479
"164",79841092,"[""37.762081"",""-122.389007""]","638 19th St UNIT 8",94107,"San Francisco","CA","2","2.5","1309","2007","1,124,600","4850",NA,"730210","500",37.762081,-122.389007
"165",89237153,"[""37.760635"",""-122.424362""]","3620 19th St APT 8",94110,"San Francisco","CA","2","2","1510","2008","1,167,700","6000",NA,"980402","500",37.760635,-122.424362
"166",2098516292,"[""37.759797"",""-122.428698""]","3822 19th St APT 8",94114,"San Francisco","CA","2","1.5","UNKNOWN","UNKNOWN","1,718,500","UNKNOWN",NA,"UNKNOWN","500",37.759797,-122.428698
"167",2111076294,"[""37.759269"",""-122.43238""]","3995 19th St APT 8",94114,"San Francisco","CA","1","1","11","UNKNOWN","1,718,500","3650",NA,"UNKNOWN","500""zpid""",37.759269,-122.43238
"168",79843178,"[""37.762081"",""-122.389007""]","638 19th St UNIT 9",94107,"San Francisco","CA","3","2","1485","2007","1,124,600","6250",NA,"815188","500",37.762081,-122.389007
"169",89238107,"[""37.760635"",""-122.424362""]","3620 19th St APT 9",94110,"San Francisco","CA","2","2","1510","2008","1,167,700","6250",NA,"857183","500",37.760635,-122.424362
"170",2116403144,"[""37.759891"",""-122.428833""]","3822 19th St APT 9",94114,"San Francisco","CA","2","2","900","UNKNOWN","1,718,500","4300",NA,"UNKNOWN","500""zpid""",37.759891,-122.428833
"171",2098194876,"[""37.764803"",""-122.459175""]","1275 2nd Ave APT 03",94122,"San Francisco","CA","1","1","850","UNKNOWN","1,348,400","UNKNOWN",NA,"UNKNOWN","500""zpid""",37.764803,-122.459175
"172",61325189,"[""37.764044"",""-122.475756""]","1276 18th Ave # 3",94122,"San Francisco","CA","2","2","1199","2002","1,348,400","4500",NA,"800262","500",37.764044,-122.475756
"173",2102297781,"[""37.76491"",""-122.4765""]","1225 18th Ave APT 3",94122,"San Francisco","CA","2","1","900","1960","1,348,400","3995",NA,"UNKNOWN","500""zpid""",37.76491,-122.4765
"174",2101487574,"[""37.7648"",""-122.4758""]","1232 18th Ave APT 5",94122,"San Francisco","CA","1","1","UNKNOWN","UNKNOWN","1,348,400","2790",NA,"UNKNOWN","500",37.7648,-122.4758
"175",2101799459,"[""37.76491"",""-122.4765""]","1225 18th Ave APT 5",94122,"San Francisco","CA","2","1","900","1960","1,348,400","3995",NA,"UNKNOWN","500""zpid""",37.76491,-122.4765
"176",59779957,"[""37.762136"",""-122.408479""]","2600 18th St STE 5",94110,"San Francisco","CA","UNKNOWN","UNKNOWN","1304","1999","1,167,700","4500",NA,"644704","500",37.762136,-122.408479
"177",80748478,"[""37.762378"",""-122.413391""]","3118 18th St APT 5",94110,"San Francisco","CA","UNKNOWN","2","856","1998","1,167,700","4050",NA,"397835","500",37.762378,-122.413391
"178",2111010073,"[""37.761187"",""-122.430038""]","3875 18th St APT 5",94114,"San Francisco","CA","2","1","UNKNOWN","UNKNOWN","1,718,500","4500",NA,"UNKNOWN","500",37.761187,-122.430038
"179",2118088169,"[""37.76192"",""-122.4185""]","3352 18th St APT 5",94110,"San Francisco","CA","2","1","875","UNKNOWN","1,167,700","4200",NA,"UNKNOWN","500""zpid""",37.76192,-122.4185
"180",2099855577,"[""37.77563"",""-122.4744""]","660 16th Ave APT 3",94118,"San Francisco","CA","1","1","UNKNOWN","UNKNOWN","1,480,400","UNKNOWN",NA,"UNKNOWN","500",37.77563,-122.4744
"181",2102971099,"[""37.76294"",""-122.4742""]","1339 16th Ave APT 3",94122,"San Francisco","CA","2","1","1000","UNKNOWN","1,348,400","4150",NA,"UNKNOWN","500",37.76294,-122.4742
"182",2104088326,"[""37.762821"",""-122.474182""]","1345 16th Ave APT 3",94122,"San Francisco","CA","2","1","UNKNOWN","UNKNOWN","1,348,400","3600",NA,"UNKNOWN","500""zpid""",37.762821,-122.474182
"183",15126545,"[""37.73601"",""-122.474075""]","2790 19th Ave APT 6",94132,"San Francisco","CA","UNKNOWN","2","1595","1979","1,551,600","4500",NA,"396477","500",37.73601,-122.474075
"184",2104654621,"[""37.715019"",""-122.470878""]","4071 19th Ave APT 6",94132,"San Francisco","CA","1","1","UNKNOWN","UNKNOWN","688,100","2900",NA,"UNKNOWN","500",37.715019,-122.470878
"185",2101881399,"[""37.78536"",""-122.479""]","133 19th Ave APT 6",94121,"San Francisco","CA","2","1","UNKNOWN","UNKNOWN","2,202,400","3650",NA,"UNKNOWN","500",37.78536,-122.479
"186",2102985182,"[""37.78357"",""-122.4789""]","229 19th Ave APT 6",94121,"San Francisco","CA","2","1","980","UNKNOWN","1,480,400","3950",NA,"UNKNOWN","500""zpid""",37.78357,-122.4789
"187",15127571,"[""37.762735"",""-122.43856""]","4150 17th St APT 6",94114,"San Francisco","CA","2","2","1800","1994","1,449,300","5250",NA,"963132","500",37.762735,-122.43856
"188",15144030,"[""37.763173"",""-122.420047""]","3321 17th St APT 6",94110,"San Francisco","CA","UNKNOWN","1","318","1925","1,167,700","3695",NA,"69279","500",37.763173,-122.420047
"189",59779945,"[""37.765014"",""-122.394343""]","1025 17th St APT 6",94107,"San Francisco","CA","1","1.5","829","1999","1,264,000","4000",NA,"535936","500",37.765014,-122.394343
"190",63197194,"[""37.763146"",""-122.420502""]","3345 17th St APT 6",94110,"San Francisco","CA","1","1.5","900","2002","1,167,700","4000",NA,"674192","500",37.763146,-122.420502
"191",2099362228,"[""37.76181"",""-122.4455""]","4521 17th St APT 6",94114,"San Francisco","CA","1","1","UNKNOWN","1968","1,449,300","UNKNOWN",NA,"UNKNOWN","500",37.76181,-122.4455
"192",2116115630,"[""37.762568"",""-122.433251""]","3909 17th St APT 6",94114,"San Francisco","CA","0","1","UNKNOWN","UNKNOWN","1,718,500","2610",NA,"UNKNOWN","500""zpid""",37.762568,-122.433251
"193",15102040,"[""37.764336"",""-122.475361""]","1263 17th Ave APT 3",94122,"San Francisco","CA","3","3","1811","1997","1,348,400","5000",NA,"912924","500",37.764336,-122.475361
"194",15105662,"[""37.761168"",""-122.474482""]","1430 17th Ave # 3",94122,"San Francisco","CA","3","2","2100","1991","1,348,400","5200",NA,"566066","500",37.761168,-122.474482
"195",96018841,"[""37.776927"",""-122.476081""]","591 17th Ave # 3",94121,"San Francisco","CA","2","1","1225","1923","1,480,400","4295",NA,"265382","500",37.776927,-122.476081
"196",2100798882,"[""37.76454"",""-122.4754""]","1251 17th Ave APT 3",94122,"San Francisco","CA","2","1","UNKNOWN","UNKNOWN","1,348,400","3500",NA,"UNKNOWN","500",37.76454,-122.4754
"197",2104060459,"[""37.763988"",""-122.474777""]","1288 17th Ave APT 3",94122,"San Francisco","CA","1","1","UNKNOWN","1939","1,348,400","2995",NA,"UNKNOWN","500",37.763988,-122.474777
"198",2134048619,"[""37.765091"",""-122.475414""]","1215 17th Ave # 3",94122,"San Francisco","CA","3","2","UNKNOWN","2000","1,348,400","4950",NA,"UNKNOWN","500""zpid""",37.765091,-122.475414
"199",15145527,"[""37.757878"",""-122.427478""]","3881 20th St # 2",94114,"San Francisco","CA","3","2","1630","1995","1,718,500","6150",NA,"662940","500",37.757878,-122.427478
"200",15150170,"[""37.758888"",""-122.410975""]","3011 20th St APT 2",94110,"San Francisco","CA","2","2","1231","2006","1,167,700","5100",NA,"919770","500",37.758888,-122.410975
"201",49423385,"[""37.758481"",""-122.417371""]","3415 20th St APT 2",94110,"San Francisco","CA","UNKNOWN","UNKNOWN","1320","2000","1,167,700","5200",NA,"628160","500",37.758481,-122.417371
"202",64966837,"[""37.759533"",""-122.400651""]","1919 20th St APT 2",94107,"San Francisco","CA","1","1","646","1963","1,264,000","3800",NA,"662918","500",37.759533,-122.400651
"203",64970227,"[""37.758243"",""-122.42171""]","3615 20th St APT 2",94110,"San Francisco","CA","UNKNOWN","UNKNOWN","1034","2003","1,167,700","4700",NA,"815081","500",37.758243,-122.42171
"204",69819104,"[""37.758689"",""-122.422195""]","3634 20th St APT 2",94110,"San Francisco","CA","UNKNOWN","1","921","1938","1,167,700","4000",NA,"396430","500",37.758689,-122.422195
"205",80745478,"[""37.758827"",""-122.411956""]","3121 20th St APT 2",94110,"San Francisco","CA","UNKNOWN","2","1642","1997","1,167,700","4500",NA,"774860","500",37.758827,-122.411956
"206",80755908,"[""37.758632"",""-122.416126""]","3365 20th St APT 2",94110,"San Francisco","CA","3","3","2187","2002","1,167,700","6500",NA,"833996","500",37.758632,-122.416126
"207",82785812,"[""37.758885"",""-122.418475""]","3470 20th St # 2",94110,"San Francisco","CA","2","1","943","1900","1,167,700","4100",NA,"583804","500",37.758885,-122.418475
"208",89236502,"[""37.759037"",""-122.415985""]","3354 20th St # 2",94110,"San Francisco","CA","2","2","1516","2008","1,167,700","5600",NA,"983619","500",37.759037,-122.415985
"209",2100162558,"[""37.75953"",""-122.4024""]","2105 20th St APT 2",94107,"San Francisco","CA","4","2","1100","UNKNOWN","1,264,000","UNKNOWN",NA,"UNKNOWN","500",37.75953,-122.4024
"210",2102494196,"[""37.757507"",""-122.4336""]","4153 20th St APT 2",94114,"San Francisco","CA","2","1","800","1964","1,718,500","3400",NA,"UNKNOWN","500",37.757507,-122.4336
"211",2107146052,"[""37.760002"",""-122.394615""]","1301 20th St APT 2",94107,"San Francisco","CA","1","1","700","1927","1,264,000","4400",NA,"UNKNOWN","500",37.760002,-122.394615
"212",2111830038,"[""37.757373"",""-122.436233""]","4323 20th St APT 2",94114,"San Francisco","CA","1","1","UNKNOWN","UNKNOWN","1,718,500","5825",NA,"UNKNOWN","500",37.757373,-122.436233
"213",2128006845,"[""37.758838"",""-122.419662""]","3520 20th St APT 2",94110,"San Francisco","CA","2","2","UNKNOWN","UNKNOWN","1,167,700","5511",NA,"UNKNOWN","500",37.758838,-122.419662
"214",2128019377,"[""37.757953"",""-122.426353""]","3821 20th St APT 2",94114,"San Francisco","CA","2","1","UNKNOWN","UNKNOWN","1,718,500","3600",NA,"UNKNOWN","500""zpid""",37.757953,-122.426353
"215",15145528,"[""37.75788"",""-122.427484""]","3881 20th St # 3",94114,"San Francisco","CA","2","2","1530","1995","1,718,500","6400",NA,"1285612","500",37.75788,-122.427484
"216",15150531,"[""37.759533"",""-122.400651""]","1919 20th St APT 3",94107,"San Francisco","CA","UNKNOWN","UNKNOWN","754","1963","1,264,000","3995",NA,"191058","500",37.759533,-122.400651
"217",48188602,"[""37.758481"",""-122.417371""]","3415 20th St APT 3",94110,"San Francisco","CA","UNKNOWN","UNKNOWN","1019","2000","1,167,700","4450",NA,"707478","500",37.758481,-122.417371
"218",64970228,"[""37.758243"",""-122.42171""]","3615 20th St APT 3",94110,"San Francisco","CA","UNKNOWN","UNKNOWN","1059","2003","1,167,700","4550",NA,"708609","500",37.758243,-122.42171
"219",69819105,"[""37.758689"",""-122.422195""]","3634 20th St APT 3",94110,"San Francisco","CA","1","1","1108","1938","1,167,700","4500",NA,"885258","500",37.758689,-122.422195
"220",79844050,"[""37.758888"",""-122.410972""]","3011 20th St APT 3",94110,"San Francisco","CA","2","2","1176","2006","1,167,700","5169",NA,"988748","500",37.758888,-122.410972
"221",80742046,"[""37.758632"",""-122.416126""]","3365 20th St APT 3",94110,"San Francisco","CA","3","2","2000","2002","1,167,700","6000",NA,"721836","500",37.758632,-122.416126
"222",80754020,"[""37.758827"",""-122.411956""]","3121 20th St APT 3",94110,"San Francisco","CA","2","2.5","2250","1997","1,167,700","5500",NA,"901646","500",37.758827,-122.411956
"223",89238472,"[""37.759037"",""-122.415985""]","3354 20th St # 3",94110,"San Francisco","CA","2","2","1463","2008","1,167,700","5200",NA,"873235","500",37.759037,-122.415985
"224",123598783,"[""37.758304"",""-122.425039""]","3774 20th St # 3",94110,"San Francisco","CA","1","1","573","1911","1,167,700","3400",NA,"437374","500",37.758304,-122.425039
"225",2099567440,"[""37.75822"",""-122.4218""]","3621 20th St APT 3",94110,"San Francisco","CA","1","1","700","UNKNOWN","1,167,700","UNKNOWN",NA,"UNKNOWN","500",37.75822,-122.4218
"226",2100167287,"[""37.75953"",""-122.4024""]","2105 20th St APT 3",94107,"San Francisco","CA","2","1.5","1100","UNKNOWN","1,264,000","UNKNOWN",NA,"UNKNOWN","500",37.75953,-122.4024
"227",2111982393,"[""37.75778"",""-122.4291""]","3945 20th St APT 3",94114,"San Francisco","CA","1","1","UNKNOWN","UNKNOWN","1,718,500","5299",NA,"UNKNOWN","500",37.75778,-122.4291
"228",2128007240,"[""37.758836"",""-122.419664""]","3520 20th St APT 3",94110,"San Francisco","CA","2","2","UNKNOWN","2003","1,167,700","5516",NA,"UNKNOWN","500""zpid""",37.758836,-122.419664
"229",15090245,"[""37.784373"",""-122.479848""]","195 20th Ave APT 1",94121,"San Francisco","CA","1","1","638","1993","2,202,400","3400",NA,"259059","500",37.784373,-122.479848
"230",15101956,"[""37.76495"",""-122.47863""]","1219 20th Ave APT 1",94122,"San Francisco","CA","10","6","4836","1991","1,111,300","9244",NA,"756709","500",37.76495,-122.47863
"231",69819032,"[""37.779457"",""-122.478981""]","442 20th Ave APT 1",94121,"San Francisco","CA","3","2","1468","2005","1,480,400","4400",NA,"773298","500",37.779457,-122.478981
"232",69819966,"[""37.781215"",""-122.479766""]","355 20th Ave # 1",94121,"San Francisco","CA","3","2.5","1350","2005","1,480,400","4500",NA,"830396","500",37.781215,-122.479766
"233",125216759,"[""37.781379"",""-122.479118""]","348 20th Ave APT 1",94121,"San Francisco","CA","2","1","898","1975","1,480,400","3800",NA,"133965","500",37.781379,-122.479118
"234",2098136590,"[""37.76443"",""-122.477928""]","1250 20th Ave APT 1",94122,"San Francisco","CA","2","1","UNKNOWN","UNKNOWN","1,111,300","UNKNOWN",NA,"UNKNOWN","500",37.76443,-122.477928
"235",2103126141,"[""37.779323"",""-122.478973""]","450 20th Ave # 1",94121,"San Francisco","CA","2","1","UNKNOWN","1979","1,480,400","3500",NA,"UNKNOWN","500",37.779323,-122.478973
"236",2105957394,"[""37.779361"",""-122.479309""]","470 20th Ave APT 1",94121,"San Francisco","CA","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","1,480,400","3000",NA,"UNKNOWN","500",37.779361,-122.479309
"237",2118419667,"[""37.782669"",""-122.479873""]","283 20th Ave APT 1",94121,"San Francisco","CA","1","1","UNKNOWN","UNKNOWN","1,480,400","2995",NA,"UNKNOWN","500",37.782669,-122.479873
"238",2118707628,"[""37.785373"",""-122.480072""]","131 20th Ave APT 1",94121,"San Francisco","CA","1","1","UNKNOWN","UNKNOWN","2,202,400","2995",NA,"UNKNOWN","500",37.785373,-122.480072
"239",2122003886,"[""37.76444"",""-122.478324""]","1251 20th Ave APT 1",94122,"San Francisco","CA","1","1","UNKNOWN","UNKNOWN","1,111,300","2955",NA,"UNKNOWN","500",37.76444,-122.478324
"240",2128428226,"[""37.782737"",""-122.479881""]","279 20th Ave APT 1",94121,"San Francisco","CA","1","1","UNKNOWN","UNKNOWN","1,480,400","2995",NA,"UNKNOWN","500",37.782737,-122.479881
"241",2139447692,"[""37.781214"",""-122.479769""]","355 20th Ave # 1",94121,"San Francisco","CA","3","2.5","1341","2005","1,480,400","4900",NA,"UNKNOWN","500",37.781214,-122.479769
"242",2139448948,"[""37.781214"",""-122.479769""]","355 20th Ave UNIT 1",94121,"San Francisco","CA","3","2.5","1341","UNKNOWN","1,480,400","4950",NA,"UNKNOWN","500""zpid""",37.781214,-122.479769
"243",53734594,"[""37.759365"",""-122.42951""]","3865 19th St # 2",94114,"San Francisco","CA","3","2.5","2769","1989","1,718,500","11642",NA,"1626866","500",37.759365,-122.42951
"244",63197238,"[""37.75936"",""-122.4296""]","3867 19th St # 2",94114,"San Francisco","CA","UNKNOWN","4","3778","1989","1,718,500","10982",NA,"1032725","500",37.75936,-122.4296
